Country,Indicator,Region,Subregion,Year,Percentage
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2008,0.6
Denmark,Sharp Objects rate,Europe,Northern Europe,2008,0.4
Estonia,Sharp Objects rate,Europe,Northern Europe,2008,3.4
Finland,Sharp Objects rate,Europe,Northern Europe,2008,0.8
Iceland,Sharp Objects rate,Europe,Northern Europe,2008,0
Ireland,Sharp Objects rate,Europe,Northern Europe,2008,0.3
Latvia,Sharp Objects rate,Europe,Northern Europe,2008,2
Lithuania,Sharp Objects rate,Europe,Northern Europe,2008,3.4
Sweden,Sharp Objects rate,Europe,Northern Europe,2008,0.4
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2008,0.5
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2008,0.4
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2008,1
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2008,0.5
Denmark,Unknown Mechanism rate,Europe,Northern Europe,2008,0
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2008,0.6
Finland,Unknown Mechanism rate,Europe,Northern Europe,2008,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2008,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2008,0.1
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2008,1
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2008,0
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2008,0.2
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2008,0
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2008,0.2
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2008,0
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2008,0
Albania,Firearms rate,Europe,Southern Europe,2008,2
Andorra,Firearms rate,Europe,Southern Europe,2008,1.2
Croatia,Firearms rate,Europe,Southern Europe,2008,0.6
Italy,Firearms rate,Europe,Southern Europe,2008,0.5
Malta,Firearms rate,Europe,Southern Europe,2008,1.2
Portugal,Firearms rate,Europe,Southern Europe,2008,0.3
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2008,0.8
Serbia,Firearms rate,Europe,Southern Europe,2008,0.6
Slovenia,Firearms rate,Europe,Southern Europe,2008,0.1
Spain,Firearms rate,Europe,Southern Europe,2008,0.2
Albania,Other Mechanism rate,Europe,Southern Europe,2008,0.7
Andorra,Other Mechanism rate,Europe,Southern Europe,2008,0
Croatia,Other Mechanism rate,Europe,Southern Europe,2008,0.6
Italy,Other Mechanism rate,Europe,Southern Europe,2008,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2008,0.2
Portugal,Other Mechanism rate,Europe,Southern Europe,2008,0.2
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2008,0.5
Serbia,Other Mechanism rate,Europe,Southern Europe,2008,0.5
Slovenia,Other Mechanism rate,Europe,Southern Europe,2008,0.1
Spain,Other Mechanism rate,Europe,Southern Europe,2008,0.2
Albania,Sharp Objects rate,Europe,Southern Europe,2008,0.4
Andorra,Sharp Objects rate,Europe,Southern Europe,2008,0
Croatia,Sharp Objects rate,Europe,Southern Europe,2008,0.3
Italy,Sharp Objects rate,Europe,Southern Europe,2008,0.3
Malta,Sharp Objects rate,Europe,Southern Europe,2008,0
Portugal,Sharp Objects rate,Europe,Southern Europe,2008,0.2
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2008,0.4
Serbia,Sharp Objects rate,Europe,Southern Europe,2008,0.2
Slovenia,Sharp Objects rate,Europe,Southern Europe,2008,0.3
Spain,Sharp Objects rate,Europe,Southern Europe,2008,0.4
Albania,Unknown Mechanism rate,Europe,Southern Europe,2008,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2008,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2008,0.1
Italy,Unknown Mechanism rate,Europe,Southern Europe,2008,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2008,0
Portugal,Unknown Mechanism rate,Europe,Southern Europe,2008,0.4
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2008,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2008,0.2
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2008,0
Spain,Unknown Mechanism rate,Europe,Southern Europe,2008,0.1
Austria,Firearms rate,Europe,Western Europe,2008,0.2
Belgium,Firearms rate,Europe,Western Europe,2008,0.4
Germany,Firearms rate,Europe,Western Europe,2008,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2008,2.8
Luxembourg,Firearms rate,Europe,Western Europe,2008,0.3
Netherlands,Firearms rate,Europe,Western Europe,2008,0.2
Switzerland,Firearms rate,Europe,Western Europe,2008,0.3
Austria,Other Mechanism rate,Europe,Western Europe,2008,0.3
Belgium,Other Mechanism rate,Europe,Western Europe,2008,0.7
Germany,Other Mechanism rate,Europe,Western Europe,2008,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2008,0
Luxembourg,Other Mechanism rate,Europe,Western Europe,2008,1.1
Netherlands,Other Mechanism rate,Europe,Western Europe,2008,0.3
Switzerland,Other Mechanism rate,Europe,Western Europe,2008,0.2
Austria,Sharp Objects rate,Europe,Western Europe,2008,0.2
Belgium,Sharp Objects rate,Europe,Western Europe,2008,0.5
Germany,Sharp Objects rate,Europe,Western Europe,2008,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2008,0
Luxembourg,Sharp Objects rate,Europe,Western Europe,2008,0.3
Netherlands,Sharp Objects rate,Europe,Western Europe,2008,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,2008,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,2008,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2008,0.2
Germany,Unknown Mechanism rate,Europe,Western Europe,2008,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2008,0
Luxembourg,Unknown Mechanism rate,Europe,Western Europe,2008,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2008,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2008,0
Belarus,Firearms rate,Europe,Eastern Europe,2009,0.2
Bulgaria,Firearms rate,Europe,Eastern Europe,2009,0.4
Czechia,Firearms rate,Europe,Eastern Europe,2009,0.1
Hungary,Firearms rate,Europe,Eastern Europe,2009,0.1
Poland,Firearms rate,Europe,Eastern Europe,2009,0
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2009,0.3
Romania,Firearms rate,Europe,Eastern Europe,2009,0
Slovakia,Firearms rate,Europe,Eastern Europe,2009,0.1
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2009,0.5
Czechia,Other Mechanism rate,Europe,Eastern Europe,2009,0
Hungary,Other Mechanism rate,Europe,Eastern Europe,2009,0.6
Poland,Other Mechanism rate,Europe,Eastern Europe,2009,0.6
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2009,3.7
Romania,Other Mechanism rate,Europe,Eastern Europe,2009,0.7
Slovakia,Other Mechanism rate,Europe,Eastern Europe,2009,0.6
Belarus,Sharp Objects rate,Europe,Eastern Europe,2009,3
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2009,0.2
Czechia,Sharp Objects rate,Europe,Eastern Europe,2009,0.4
Hungary,Sharp Objects rate,Europe,Eastern Europe,2009,0.7
Poland,Sharp Objects rate,Europe,Eastern Europe,2009,0.6
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2009,2
Romania,Sharp Objects rate,Europe,Eastern Europe,2009,0.4
Slovakia,Sharp Objects rate,Europe,Eastern Europe,2009,0.7
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2009,0.9
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2009,0.4
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2009,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2009,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2009,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2009,0.8
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,2009,0.1
Denmark,Firearms rate,Europe,Northern Europe,2009,0.2
Estonia,Firearms rate,Europe,Northern Europe,2009,0.5
Finland,Firearms rate,Europe,Northern Europe,2009,0.4
Iceland,Firearms rate,Europe,Northern Europe,2009,0
Ireland,Firearms rate,Europe,Northern Europe,2009,0.6
Latvia,Firearms rate,Europe,Northern Europe,2009,0.1
Lithuania,Firearms rate,Europe,Northern Europe,2009,0.6
Norway,Firearms rate,Europe,Northern Europe,2009,0.2
Sweden,Firearms rate,Europe,Northern Europe,2009,0.2
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2009,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2009,0.3
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2009,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2009,0.1
Denmark,Other Mechanism rate,Europe,Northern Europe,2009,0.3
Estonia,Other Mechanism rate,Europe,Northern Europe,2009,2.3
Finland,Other Mechanism rate,Europe,Northern Europe,2009,0.8
Iceland,Other Mechanism rate,Europe,Northern Europe,2009,0.3
Ireland,Other Mechanism rate,Europe,Northern Europe,2009,0.2
Latvia,Other Mechanism rate,Europe,Northern Europe,2009,2.3
Lithuania,Other Mechanism rate,Europe,Northern Europe,2009,3.8
Norway,Other Mechanism rate,Europe,Northern Europe,2009,0.2
Sweden,Other Mechanism rate,Europe,Northern Europe,2009,0.3
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2009,0.6
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2009,0.7
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2009,0.7
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2009,0.6
Denmark,Sharp Objects rate,Europe,Northern Europe,2009,0.4
Estonia,Sharp Objects rate,Europe,Northern Europe,2009,2
Finland,Sharp Objects rate,Europe,Northern Europe,2009,1
Iceland,Sharp Objects rate,Europe,Northern Europe,2009,0
Ireland,Sharp Objects rate,Europe,Northern Europe,2009,0.3
Latvia,Sharp Objects rate,Europe,Northern Europe,2009,2.1
Lithuania,Sharp Objects rate,Europe,Northern Europe,2009,3.5
Norway,Sharp Objects rate,Europe,Northern Europe,2009,0.2
Sweden,Sharp Objects rate,Europe,Northern Europe,2009,0.4
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2009,0.4
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2009,0.4
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2009,0.8
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2009,0.4
Denmark,Unknown Mechanism rate,Europe,Northern Europe,2009,0
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2009,0.5
Finland,Unknown Mechanism rate,Europe,Northern Europe,2009,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2009,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2009,0.1
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2009,0.5
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2009,0
Norway,Unknown Mechanism rate,Europe,Northern Europe,2009,0
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2009,0.1
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2009,0
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2009,0.2
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2009,0
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2009,0.1
Albania,Firearms rate,Europe,Southern Europe,2009,1.8
Andorra,Firearms rate,Europe,Southern Europe,2009,0
Croatia,Firearms rate,Europe,Southern Europe,2009,0.4
Holy See,Firearms rate,Europe,Southern Europe,2009,0
Italy,Firearms rate,Europe,Southern Europe,2009,0.4
Malta,Firearms rate,Europe,Southern Europe,2009,0
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2009,0.6
Serbia,Firearms rate,Europe,Southern Europe,2009,0.5
Slovenia,Firearms rate,Europe,Southern Europe,2009,0.1
Spain,Firearms rate,Europe,Southern Europe,2009,0.2
Albania,Other Mechanism rate,Europe,Southern Europe,2009,0.6
Andorra,Other Mechanism rate,Europe,Southern Europe,2009,0
Croatia,Other Mechanism rate,Europe,Southern Europe,2009,0.4
Holy See,Other Mechanism rate,Europe,Southern Europe,2009,0
Italy,Other Mechanism rate,Europe,Southern Europe,2009,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2009,0.5
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2009,0.5
Serbia,Other Mechanism rate,Europe,Southern Europe,2009,0.7
Slovenia,Other Mechanism rate,Europe,Southern Europe,2009,0.1
Spain,Other Mechanism rate,Europe,Southern Europe,2009,0.2
Albania,Sharp Objects rate,Europe,Southern Europe,2009,0.5
Andorra,Sharp Objects rate,Europe,Southern Europe,2009,0
Croatia,Sharp Objects rate,Europe,Southern Europe,2009,0.3
Holy See,Sharp Objects rate,Europe,Southern Europe,2009,0
Italy,Sharp Objects rate,Europe,Southern Europe,2009,0.3
Malta,Sharp Objects rate,Europe,Southern Europe,2009,0.5
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2009,0.5
Serbia,Sharp Objects rate,Europe,Southern Europe,2009,0.4
Slovenia,Sharp Objects rate,Europe,Southern Europe,2009,0.4
Spain,Sharp Objects rate,Europe,Southern Europe,2009,0.3
Albania,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Holy See,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,2009,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2009,0.1
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2009,0
Spain,Unknown Mechanism rate,Europe,Southern Europe,2009,0.1
Austria,Firearms rate,Europe,Western Europe,2009,0.2
Belgium,Firearms rate,Europe,Western Europe,2009,0.4
France,Firearms rate,Europe,Western Europe,2009,0.4
Germany,Firearms rate,Europe,Western Europe,2009,0.2
Liechtenstein,Firearms rate,Europe,Western Europe,2009,0
Luxembourg,Firearms rate,Europe,Western Europe,2009,0.3
Netherlands,Firearms rate,Europe,Western Europe,2009,0.2
Switzerland,Firearms rate,Europe,Western Europe,2009,0.3
Austria,Other Mechanism rate,Europe,Western Europe,2009,0.2
Belgium,Other Mechanism rate,Europe,Western Europe,2009,0.6
France,Other Mechanism rate,Europe,Western Europe,2009,0.4
Germany,Other Mechanism rate,Europe,Western Europe,2009,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2009,0
Luxembourg,Other Mechanism rate,Europe,Western Europe,2009,0.5
Netherlands,Other Mechanism rate,Europe,Western Europe,2009,0.4
Switzerland,Other Mechanism rate,Europe,Western Europe,2009,0.1
Austria,Sharp Objects rate,Europe,Western Europe,2009,0.2
Belgium,Sharp Objects rate,Europe,Western Europe,2009,0.4
France,Sharp Objects rate,Europe,Western Europe,2009,0.4
Germany,Sharp Objects rate,Europe,Western Europe,2009,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2009,0
Luxembourg,Sharp Objects rate,Europe,Western Europe,2009,0.1
Netherlands,Sharp Objects rate,Europe,Western Europe,2009,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,2009,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,2009,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2009,0.3
France,Unknown Mechanism rate,Europe,Western Europe,2009,0.2
Germany,Unknown Mechanism rate,Europe,Western Europe,2009,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2009,0
Luxembourg,Unknown Mechanism rate,Europe,Western Europe,2009,0.1
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2009,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2009,0.1
Belarus,Firearms rate,Europe,Eastern Europe,2010,0.2
Bulgaria,Firearms rate,Europe,Eastern Europe,2010,0.4
Czechia,Firearms rate,Europe,Eastern Europe,2010,0.1
Hungary,Firearms rate,Europe,Eastern Europe,2010,0.2
Poland,Firearms rate,Europe,Eastern Europe,2010,0
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2010,0.2
Romania,Firearms rate,Europe,Eastern Europe,2010,0
Slovakia,Firearms rate,Europe,Eastern Europe,2010,0.2
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2010,0.4
Czechia,Other Mechanism rate,Europe,Eastern Europe,2010,0
Hungary,Other Mechanism rate,Europe,Eastern Europe,2010,0.6
Poland,Other Mechanism rate,Europe,Eastern Europe,2010,0.6
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2010,4.6
Romania,Other Mechanism rate,Europe,Eastern Europe,2010,0.6
Slovakia,Other Mechanism rate,Europe,Eastern Europe,2010,0.7
Belarus,Sharp Objects rate,Europe,Eastern Europe,2010,2.9
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2010,0.3
Czechia,Sharp Objects rate,Europe,Eastern Europe,2010,0.5
Hungary,Sharp Objects rate,Europe,Eastern Europe,2010,0.6
Poland,Sharp Objects rate,Europe,Eastern Europe,2010,0.5
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2010,1.7
Romania,Sharp Objects rate,Europe,Eastern Europe,2010,0.5
Slovakia,Sharp Objects rate,Europe,Eastern Europe,2010,0.6
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2010,1
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2010,0.4
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2010,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2010,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2010,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2010,0.8
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,2010,0
Denmark,Firearms rate,Europe,Northern Europe,2010,0.2
Estonia,Firearms rate,Europe,Northern Europe,2010,0.3
Finland,Firearms rate,Europe,Northern Europe,2010,0.3
Iceland,Firearms rate,Europe,Northern Europe,2010,0.3
Ireland,Firearms rate,Europe,Northern Europe,2010,0.5
Latvia,Firearms rate,Europe,Northern Europe,2010,0.1
Lithuania,Firearms rate,Europe,Northern Europe,2010,0.3
Norway,Firearms rate,Europe,Northern Europe,2010,0
Sweden,Firearms rate,Europe,Northern Europe,2010,0.2
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2010,0.1
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2010,0.2
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2010,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2010,0.1
Denmark,Other Mechanism rate,Europe,Northern Europe,2010,0.3
Estonia,Other Mechanism rate,Europe,Northern Europe,2010,2.3
Finland,Other Mechanism rate,Europe,Northern Europe,2010,1
Iceland,Other Mechanism rate,Europe,Northern Europe,2010,0.3
Ireland,Other Mechanism rate,Europe,Northern Europe,2010,0.3
Latvia,Other Mechanism rate,Europe,Northern Europe,2010,1.3
Lithuania,Other Mechanism rate,Europe,Northern Europe,2010,4.3
Norway,Other Mechanism rate,Europe,Northern Europe,2010,0.3
Sweden,Other Mechanism rate,Europe,Northern Europe,2010,0.3
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2010,0.6
